Id,UserId,Name,Date,Class,TagBased
36,20,Citizen Patrol,2013-10-08T22:07:48.683,3,False
37,3,Supporter,2013-10-08T22:07:54.623,3,False
38,16,Teacher,2013-10-08T22:07:54.623,3,False
39,17,Teacher,2013-10-08T22:07:54.623,3,False
40,18,Teacher,2013-10-08T22:07:54.623,3,False
41,32,Autobiographer,2013-10-08T22:12:54.640,3,False
45,36,Autobiographer,2013-10-08T22:17:54.640,3,False
46,20,Student,2013-10-08T22:17:54.640,3,False
47,22,Student,2013-10-08T22:17:54.640,3,False
48,31,Student,2013-10-08T22:17:54.640,3,False
49,20,Supporter,2013-10-08T22:17:54.640,3,False
50,31,Supporter,2013-10-08T22:17:54.640,3,False
51,32,Supporter,2013-10-08T22:17:54.640,3,False
53,36,Supporter,2013-10-08T22:17:54.640,3,False
54,37,Autobiographer,2013-10-08T22:22:54.680,3,False
55,25,Supporter,2013-10-08T22:22:54.680,3,False
56,3,Teacher,2013-10-08T22:22:54.680,3,False
57,32,Teacher,2013-10-08T22:22:54.680,3,False
58,38,Autobiographer,2013-10-08T22:27:54.673,3,False
59,39,Autobiographer,2013-10-08T22:27:54.673,3,False
60,41,Autobiographer,2013-10-08T22:27:54.673,3,False
61,31,Editor,2013-10-08T22:27:54.673,3,False
62,38,Supporter,2013-10-08T22:27:54.673,3,False
64,45,Autobiographer,2013-10-08T22:32:54.667,3,False
66,42,Supporter,2013-10-08T22:32:54.667,3,False
67,20,Teacher,2013-10-08T22:32:54.667,3,False
68,15,Precognitive,2013-10-08T22:37:50.190,3,False
69,19,Precognitive,2013-10-08T22:37:50.190,3,False
70,36,Precognitive,2013-10-08T22:37:50.190,3,False
71,40,Precognitive,2013-10-08T22:37:50.190,3,False
72,47,Precognitive,2013-10-08T22:37:50.190,3,False
74,31,Teacher,2013-10-08T22:37:54.673,3,False
75,51,Informed,2013-10-08T22:40:13.073,3,False
76,49,Autobiographer,2013-10-08T22:42:54.667,3,False
77,50,Autobiographer,2013-10-08T22:42:54.667,3,False
78,51,Autobiographer,2013-10-08T22:42:54.667,3,False
79,53,Autobiographer,2013-10-08T22:42:54.667,3,False
80,40,Supporter,2013-10-08T22:42:54.667,3,False
81,44,Supporter,2013-10-08T22:42:54.667,3,False
82,51,Supporter,2013-10-08T22:42:54.667,3,False
83,15,Editor,2013-10-08T22:47:54.763,3,False
84,20,Editor,2013-10-08T22:47:54.763,3,False
85,48,Student,2013-10-08T22:47:54.763,3,False
86,15,Supporter,2013-10-08T22:47:54.763,3,False
87,44,Teacher,2013-10-08T22:47:54.763,3,False
88,44,Custodian,2013-10-08T22:47:54.763,3,False
89,20,Scholar,2013-10-08T22:52:54.757,3,False
91,50,Student,2013-10-08T22:52:54.757,3,False
92,48,Supporter,2013-10-08T22:52:54.757,3,False
93,53,Supporter,2013-10-08T22:52:54.757,3,False
96,48,Editor,2013-10-08T22:57:54.720,3,False
97,20,Custodian,2013-10-08T22:57:54.720,3,False
98,20,Organizer,2013-10-08T23:02:54.760,3,False
99,44,Scholar,2013-10-08T23:02:54.760,3,False
100,46,Student,2013-10-08T23:02:54.760,3,False
101,52,Supporter,2013-10-08T23:02:54.760,3,False
102,52,Teacher,2013-10-08T23:02:54.760,3,False
103,53,Teacher,2013-10-08T23:02:54.760,3,False
104,52,Organizer,2013-10-08T23:07:54.773,3,False
105,36,Student,2013-10-08T23:07:54.773,3,False
106,44,Student,2013-10-08T23:07:54.773,3,False
107,51,Teacher,2013-10-08T23:07:54.773,3,False
108,25,Student,2013-10-08T23:12:54.830,3,False
109,56,Informed,2013-10-08T23:16:51.847,3,False
110,56,Autobiographer,2013-10-08T23:17:54.713,3,False
111,57,Autobiographer,2013-10-08T23:17:54.713,3,False
112,48,Organizer,2013-10-08T23:17:54.713,3,False
114,53,Student,2013-10-08T23:17:54.713,3,False
116,53,Custodian,2013-10-08T23:17:54.713,3,False
117,58,Autobiographer,2013-10-08T23:22:54.727,3,False
118,57,Supporter,2013-10-08T23:22:54.727,3,False
119,3,Nice Question,2013-10-08T23:27:54.710,3,False
120,47,Supporter,2013-10-08T23:27:54.710,3,False
121,61,Autobiographer,2013-10-08T23:32:54.737,3,False
123,56,Supporter,2013-10-08T23:32:54.737,3,False
124,16,Quorum,2013-10-08T23:37:50.240,3,False
125,53,Quorum,2013-10-08T23:37:50.240,3,False
126,48,Quorum,2013-10-08T23:37:50.240,3,False
127,50,Precognitive,2013-10-08T23:37:50.240,3,False
128,57,Precognitive,2013-10-08T23:37:50.240,3,False
129,60,Precognitive,2013-10-08T23:37:50.240,3,False
130,51,Precognitive,2013-10-08T23:37:50.240,3,False
131,62,Autobiographer,2013-10-08T23:37:54.727,3,False
132,51,Editor,2013-10-08T23:42:54.763,3,False
133,62,Supporter,2013-10-08T23:42:54.763,3,False
134,47,Teacher,2013-10-08T23:42:54.763,3,False
135,29,Custodian,2013-10-08T23:42:54.763,3,False
137,47,Commentator,2013-10-08T23:52:54.767,3,False
138,29,Student,2013-10-08T23:52:54.767,3,False
139,63,Autobiographer,2013-10-08T23:57:54.753,3,False
140,38,Student,2013-10-09T00:07:54.913,3,False
141,57,Student,2013-10-09T00:07:54.913,3,False
142,58,Supporter,2013-10-09T00:07:54.913,3,False
143,56,Student,2013-10-09T00:12:54.813,3,False
144,58,Student,2013-10-09T00:12:54.813,3,False
145,64,Autobiographer,2013-10-09T00:17:54.747,3,False
146,58,Editor,2013-10-09T00:17:54.747,3,False
147,64,Supporter,2013-10-09T00:17:54.747,3,False
148,65,Autobiographer,2013-10-09T00:22:54.817,3,False
149,29,Editor,2013-10-09T00:22:54.817,3,False
150,58,Teacher,2013-10-09T00:22:54.817,3,False
151,32,Editor,2013-10-09T00:27:54.720,3,False
152,53,Editor,2013-10-09T00:27:54.720,3,False
153,51,Suffrage,2013-10-09T00:27:54.720,3,False
154,32,Student,2013-10-09T00:32:54.797,3,False
155,41,Supporter,2013-10-09T00:32:54.797,3,False
156,32,Custodian,2013-10-09T00:32:54.797,3,False
157,56,Quorum,2013-10-09T00:37:50.057,3,False
159,63,Quorum,2013-10-09T00:37:50.057,3,False
160,66,Precognitive,2013-10-09T00:37:50.057,3,False
161,53,Talkative,2013-10-09T00:37:50.057,3,False
162,52,Talkative,2013-10-09T00:37:50.057,3,False
163,48,Talkative,2013-10-09T00:37:50.057,3,False
164,51,Talkative,2013-10-09T00:37:50.057,3,False
165,67,Autobiographer,2013-10-09T00:47:54.773,3,False
166,61,Supporter,2013-10-09T00:47:54.773,3,False
167,68,Supporter,2013-10-09T00:47:54.773,3,False
168,69,Autobiographer,2013-10-09T00:57:54.787,3,False
169,66,Student,2013-10-09T01:02:54.887,3,False
170,66,Custodian,2013-10-09T01:07:54.987,3,False
171,68,Citizen Patrol,2013-10-09T01:12:21.510,3,False
172,31,Commentator,2013-10-09T01:12:54.877,3,False
173,69,Student,2013-10-09T01:12:54.877,3,False
175,66,Supporter,2013-10-09T01:12:54.877,3,False
176,69,Supporter,2013-10-09T01:12:54.877,3,False
177,16,Commentator,2013-10-09T01:17:54.900,3,False
178,68,Student,2013-10-09T01:17:54.900,3,False
179,29,Teacher,2013-10-09T01:17:54.900,3,False
180,58,Custodian,2013-10-09T01:22:54.983,3,False
181,72,Supporter,2013-10-09T01:27:55.210,3,False
182,32,Quorum,2013-10-09T01:37:50.340,3,False
183,47,Quorum,2013-10-09T01:37:50.340,3,False
184,25,Custodian,2013-10-09T01:47:55.017,3,False
185,25,Scholar,2013-10-09T01:52:54.977,3,False
187,47,Critic,2013-10-09T01:57:54.980,3,False
188,51,Critic,2013-10-09T01:57:54.980,3,False
189,67,Critic,2013-10-09T01:57:54.980,3,False
190,73,Autobiographer,2013-10-09T02:02:54.893,3,False
191,74,Autobiographer,2013-10-09T02:12:54.993,3,False
192,75,Autobiographer,2013-10-09T02:17:54.943,3,False
193,22,Nice Question,2013-10-09T02:27:54.907,3,False
194,74,Supporter,2013-10-09T02:27:54.907,3,False
195,57,Teacher,2013-10-09T02:32:55.203,3,False
196,31,Quorum,2013-10-09T02:37:50.167,3,False
197,73,Precognitive,2013-10-09T02:37:50.167,3,False
198,57,Editor,2013-10-09T02:37:54.950,3,False
199,77,Autobiographer,2013-10-09T02:47:54.943,3,False
200,57,Custodian,2013-10-09T02:52:55.093,3,False
201,77,Student,2013-10-09T02:57:55.040,3,False
202,63,Supporter,2013-10-09T03:02:55.490,3,False
203,31,Organizer,2013-10-09T03:12:55.090,3,False
204,68,Organizer,2013-10-09T03:12:55.090,3,False
205,48,Custodian,2013-10-09T03:12:55.090,3,False
206,32,Scholar,2013-10-09T03:17:55.240,3,False
207,31,Informed,2013-10-09T03:22:53.043,3,False
208,80,Autobiographer,2013-10-09T03:27:55.023,3,False
209,25,Editor,2013-10-09T03:27:55.023,3,False
210,79,Supporter,2013-10-09T03:27:55.023,3,False
211,68,Quorum,2013-10-09T03:37:50.277,3,False
212,79,Precognitive,2013-10-09T03:37:50.277,3,False
213,80,Precognitive,2013-10-09T03:37:50.277,3,False
214,79,Autobiographer,2013-10-09T03:42:55.023,3,False
215,82,Autobiographer,2013-10-09T03:42:55.023,3,False
216,80,Teacher,2013-10-09T03:42:55.023,3,False
217,79,Editor,2013-10-09T03:47:55.067,3,False
218,79,Student,2013-10-09T03:47:55.067,3,False
219,51,Vox Populi,2013-10-09T03:47:55.067,3,False
220,74,Student,2013-10-09T03:57:55.143,3,False
221,83,Supporter,2013-10-09T04:12:55.240,3,False
222,84,Autobiographer,2013-10-09T04:17:55.063,3,False
223,85,Autobiographer,2013-10-09T04:22:55.077,3,False
224,3,Scholar,2013-10-09T04:22:55.077,3,False
225,84,Supporter,2013-10-09T04:22:55.077,3,False
226,85,Supporter,2013-10-09T04:22:55.077,3,False
227,53,Mortarboard,2013-10-09T04:27:04.703,3,False
229,85,Precognitive,2013-10-09T04:37:50.240,3,False
230,88,Autobiographer,2013-10-09T04:37:55.083,3,False
231,29,Nice Question,2013-10-09T04:47:55.097,3,False
233,89,Supporter,2013-10-09T05:27:55.327,3,False
235,90,Supporter,2013-10-09T05:42:55.490,3,False
236,89,Editor,2013-10-09T05:57:55.227,3,False
237,89,Student,2013-10-09T05:57:55.227,3,False
239,18,Student,2013-10-09T06:02:55.300,3,False
240,18,Informed,2013-10-09T06:09:29.490,3,False
241,88,Student,2013-10-09T06:12:55.337,3,False
242,91,Precognitive,2013-10-09T06:37:50.257,3,False
243,91,Autobiographer,2013-10-09T06:37:55.227,3,False
244,91,Informed,2013-10-09T06:38:19.527,3,False
245,92,Autobiographer,2013-10-09T06:42:55.253,3,False
246,15,Custodian,2013-10-09T06:47:55.390,3,False
247,91,Supporter,2013-10-09T07:02:55.390,3,False
248,96,Autobiographer,2013-10-09T07:12:55.287,3,False
249,95,Supporter,2013-10-09T07:12:55.287,3,False
250,96,Informed,2013-10-09T07:12:55.627,3,False
251,97,Autobiographer,2013-10-09T07:17:55.283,3,False
252,92,Supporter,2013-10-09T07:17:55.283,3,False
253,68,Nice Question,2013-10-09T07:27:55.293,3,False
254,49,Supporter,2013-10-09T07:27:55.293,3,False
255,85,Quorum,2013-10-09T07:37:50.213,3,False
256,7,Quorum,2013-10-09T07:37:50.213,3,False
257,92,Precognitive,2013-10-09T07:37:50.213,3,False
258,94,Precognitive,2013-10-09T07:37:50.213,3,False
259,68,Editor,2013-10-09T07:37:55.433,3,False
260,91,Teacher,2013-10-09T07:37:55.433,3,False
261,3,Custodian,2013-10-09T07:37:55.433,3,False
262,100,Autobiographer,2013-10-09T07:47:55.310,3,False
263,94,Editor,2013-10-09T07:47:55.310,3,False
264,94,Organizer,2013-10-09T07:47:55.310,3,False
265,91,Custodian,2013-10-09T07:47:55.310,3,False
266,91,Student,2013-10-09T07:52:55.430,3,False
267,94,Supporter,2013-10-09T07:57:55.533,3,False
268,14,Teacher,2013-10-09T08:17:55.540,3,False
269,93,Teacher,2013-10-09T08:17:55.540,3,False
271,101,Precognitive,2013-10-09T08:37:50.283,3,False
272,103,Precognitive,2013-10-09T08:37:50.283,3,False
273,100,Precognitive,2013-10-09T08:37:50.283,3,False
274,102,Autobiographer,2013-10-09T08:37:55.517,3,False
275,103,Autobiographer,2013-10-09T08:37:55.517,3,False
276,105,Autobiographer,2013-10-09T08:42:55.417,3,False
277,90,Editor,2013-10-09T08:42:55.417,3,False
278,91,Suffrage,2013-10-09T08:42:55.417,3,False
279,90,Student,2013-10-09T08:47:55.580,3,False
280,105,Supporter,2013-10-09T08:47:55.580,3,False
281,32,Mortarboard,2013-10-09T08:49:38.103,3,False
282,85,Teacher,2013-10-09T08:52:55.527,3,False
283,106,Autobiographer,2013-10-09T08:57:55.443,3,False
284,58,Organizer,2013-10-09T08:57:55.443,3,False
285,93,Supporter,2013-10-09T08:57:55.443,3,False
286,91,Vox Populi,2013-10-09T08:57:55.443,3,False
288,100,Supporter,2013-10-09T09:22:55.553,3,False
289,105,Quorum,2013-10-09T09:37:50.310,3,False
290,91,Quorum,2013-10-09T09:37:50.310,3,False
291,18,Quorum,2013-10-09T09:37:50.310,3,False
292,85,Editor,2013-10-09T09:47:55.523,3,False
294,91,Editor,2013-10-09T10:02:55.547,3,False
295,95,Student,2013-10-09T10:17:55.687,3,False
296,89,Teacher,2013-10-09T10:17:55.687,3,False
297,29,Self-Learner,2013-10-09T10:22:55.603,3,False
298,75,Supporter,2013-10-09T10:22:55.603,3,False
299,7,Teacher,2013-10-09T10:22:55.603,3,False
301,90,Teacher,2013-10-09T10:22:55.603,3,False
302,53,Nice Answer,2013-10-09T10:27:55.480,3,False
303,29,Mortarboard,2013-10-09T10:20:16.350,3,False
305,75,Student,2013-10-09T10:42:55.627,3,False
306,48,Nice Question,2013-10-09T10:47:55.520,3,False
307,107,Autobiographer,2013-10-09T10:52:55.533,3,False
309,108,Autobiographer,2013-10-09T11:07:55.540,3,False
310,41,Custodian,2013-10-09T11:12:55.817,3,False
311,41,Custodian,2013-10-09T11:22:56.010,3,False
312,85,Custodian,2013-10-09T11:22:56.010,3,False
313,41,Student,2013-10-09T11:27:55.927,3,False
314,53,Organizer,2013-10-09T11:32:56.107,3,False
315,105,Organizer,2013-10-09T11:32:56.107,3,False
316,105,Custodian,2013-10-09T11:32:56.107,3,False
317,93,Quorum,2013-10-09T11:37:50.410,3,False
318,7,Organizer,2013-10-09T11:37:55.707,3,False
319,75,Organizer,2013-10-09T11:37:55.707,3,False
320,58,Tag Editor,2013-10-09T11:37:55.707,3,False
321,93,Tag Editor,2013-10-09T11:37:55.707,3,False
322,32,Custodian,2013-10-09T11:37:55.707,3,False
323,109,Autobiographer,2013-10-09T11:42:55.577,3,False
324,32,Commentator,2013-10-09T11:42:55.577,3,False
325,58,Suffrage,2013-10-09T11:52:55.740,3,False
326,13,Teacher,2013-10-09T11:52:55.740,3,False
327,110,Autobiographer,2013-10-09T11:57:55.637,3,False
328,29,Supporter,2013-10-09T11:57:55.637,3,False
329,32,Custodian,2013-10-09T11:57:55.637,3,False
330,110,Supporter,2013-10-09T12:02:56.007,3,False
331,48,Nice Question,2013-10-09T12:07:55.653,3,False
332,77,Nice Question,2013-10-09T12:07:55.653,3,False
333,66,Editor,2013-10-09T12:07:55.653,3,False
334,32,Informed,2013-10-09T12:10:20.213,3,False
335,58,Commentator,2013-10-09T12:12:58.523,3,False
336,58,Critic,2013-10-09T12:12:58.523,3,False
337,75,Editor,2013-10-09T12:17:59.693,3,False
338,75,Custodian,2013-10-09T12:17:59.693,3,False
339,112,Autobiographer,2013-10-09T12:23:01.693,3,False
340,112,Supporter,2013-10-09T12:23:01.693,3,False
341,111,Student,2013-10-09T12:33:01.733,3,False
342,25,Custodian,2013-10-09T12:33:01.733,3,False
343,25,Custodian,2013-10-09T12:33:01.733,3,False
344,57,Quorum,2013-10-09T12:37:52.557,3,False
345,20,Quorum,2013-10-09T12:37:52.557,3,False
346,25,Cleanup,2013-10-09T12:38:03.637,3,False
348,50,Supporter,2013-10-09T12:38:03.637,3,False
349,111,Custodian,2013-10-09T12:38:03.637,3,False
350,110,Student,2013-10-09T12:43:07.407,3,False
351,110,Informed,2013-10-09T12:47:33.727,3,False
352,31,Scholar,2013-10-09T12:48:08.507,3,False
353,111,Scholar,2013-10-09T12:48:08.507,3,False
354,111,Supporter,2013-10-09T12:48:08.507,3,False
355,110,Custodian,2013-10-09T12:53:07.173,3,False
356,110,Custodian,2013-10-09T12:53:07.173,3,False
357,112,Student,2013-10-09T12:58:07.200,3,False
358,53,Nice Question,2013-10-09T13:03:07.027,3,False
359,116,Autobiographer,2013-10-09T13:03:07.027,3,False
360,117,Autobiographer,2013-10-09T13:08:07.037,3,False
361,7,Editor,2013-10-09T13:08:07.037,3,False
362,116,Student,2013-10-09T13:08:07.037,3,False
363,41,Custodian,2013-10-09T13:08:07.037,3,False
364,114,Editor,2013-10-09T13:13:11.643,3,False
365,91,Organizer,2013-10-09T13:13:11.643,3,False
366,114,Custodian,2013-10-09T13:13:11.643,3,False
367,57,Organizer,2013-10-09T13:18:11.723,3,False
368,32,Tag Editor,2013-10-09T13:18:11.723,3,False
369,91,Tag Editor,2013-10-09T13:18:11.723,3,False
370,117,Teacher,2013-10-09T13:18:11.723,3,False
371,58,Informed,2013-10-09T13:22:28.013,3,False
372,119,Autobiographer,2013-10-09T13:23:12.707,3,False
373,117,Editor,2013-10-09T13:23:12.707,3,False
374,114,Student,2013-10-09T13:23:12.707,3,False
375,116,Supporter,2013-10-09T13:23:12.707,3,False
376,66,Teacher,2013-10-09T13:23:12.707,3,False
377,77,Scholar,2013-10-09T13:28:12.830,3,False
378,77,Supporter,2013-10-09T13:28:12.830,3,False
380,117,Supporter,2013-10-09T13:33:12.757,3,False
381,115,Custodian,2013-10-09T13:33:12.757,3,False
382,52,Informed,2013-10-09T13:33:56.423,3,False
383,66,Quorum,2013-10-09T13:37:55.523,3,False
384,29,Quorum,2013-10-09T13:37:55.523,3,False
385,123,Autobiographer,2013-10-09T13:38:16.870,3,False
386,13,Nice Question,2013-10-09T13:43:32.707,3,False
387,123,Supporter,2013-10-09T13:43:32.707,3,False
388,125,Autobiographer,2013-10-09T13:48:32.750,3,False
389,110,Suffrage,2013-10-09T13:48:32.750,3,False
390,126,Autobiographer,2013-10-09T13:53:32.733,3,False
391,93,Editor,2013-10-09T13:53:32.733,3,False
392,127,Autobiographer,2013-10-09T13:58:32.807,3,False
393,127,Supporter,2013-10-09T13:58:32.807,3,False
394,10,Teacher,2013-10-09T13:58:32.807,3,False
395,48,Informed,2013-10-09T14:06:33.197,3,False
396,85,Critic,2013-10-09T14:08:32.867,3,False
398,57,Mortarboard,2013-10-09T14:03:07.020,3,False
399,75,Teacher,2013-10-09T14:08:32.867,3,False
400,10,Scholar,2013-10-09T14:13:37.843,3,False
401,59,Teacher,2013-10-09T14:13:37.843,3,False
402,114,Supporter,2013-10-09T14:18:38.167,3,False
404,127,Precognitive,2013-10-09T14:37:59.227,3,False
405,129,Precognitive,2013-10-09T14:37:59.227,3,False
406,58,Talkative,2013-10-09T14:37:59.227,3,False
409,58,Vox Populi,2013-10-09T14:38:42.183,3,False
410,110,Vox Populi,2013-10-09T14:38:42.183,3,False
411,41,Editor,2013-10-09T14:43:46.953,3,False
412,52,Suffrage,2013-10-09T14:48:48.197,3,False
413,57,Suffrage,2013-10-09T14:48:48.197,3,False
414,129,Supporter,2013-10-09T14:48:48.197,3,False
417,123,Custodian,2013-10-09T14:53:48.050,3,False
418,132,Supporter,2013-10-09T14:58:48.120,3,False
419,53,Nice Answer,2013-10-09T15:03:47.883,3,False
420,85,Commentator,2013-10-09T15:03:47.883,3,False
423,134,Supporter,2013-10-09T15:03:47.883,3,False
425,129,Student,2013-10-09T15:08:48.003,3,False
427,134,Student,2013-10-09T15:13:52.097,3,False
428,134,Custodian,2013-10-09T15:13:52.097,3,False
429,52,Vox Populi,2013-10-09T15:18:54.280,3,False
430,57,Vox Populi,2013-10-09T15:18:54.280,3,False
431,133,Supporter,2013-10-09T15:23:54.497,3,False
432,93,Custodian,2013-10-09T15:23:54.497,3,False
433,135,Autobiographer,2013-10-09T15:33:54.070,3,False
434,32,Organizer,2013-10-09T15:33:54.070,3,False
435,129,Custodian,2013-10-09T15:33:54.070,3,False
436,136,Autobiographer,2013-10-09T15:38:55.040,3,False
437,22,Custodian,2013-10-09T15:38:55.040,3,False
438,22,Scholar,2013-10-09T15:43:59.113,3,False
439,57,Commentator,2013-10-09T15:48:58.640,3,False
440,22,Commentator,2013-10-09T15:53:59.640,3,False
441,111,Teacher,2013-10-09T15:53:59.640,3,False
442,32,Suffrage,2013-10-09T16:03:59.833,3,False
443,138,Supporter,2013-10-09T16:03:59.833,3,False
445,117,Mortarboard,2013-10-09T16:15:20.373,3,False
446,138,Student,2013-10-09T16:19:03.847,3,False
447,123,Editor,2013-10-09T16:34:04.810,3,False
448,123,Student,2013-10-09T16:34:04.810,3,False
449,125,Supporter,2013-10-09T16:34:04.810,3,False
450,32,Vox Populi,2013-10-09T16:34:04.810,3,False
451,57,Talkative,2013-10-09T16:37:59.410,3,False
452,140,Autobiographer,2013-10-09T16:39:05.367,3,False
453,141,Autobiographer,2013-10-09T16:39:05.367,3,False
454,53,Scholar,2013-10-09T16:39:05.367,3,False
455,140,Informed,2013-10-09T16:39:27.953,3,False
456,142,Autobiographer,2013-10-09T16:44:10.403,3,False
457,140,Supporter,2013-10-09T16:44:10.403,3,False
458,129,Teacher,2013-10-09T16:54:13.003,3,False
459,138,Teacher,2013-10-09T16:54:13.003,3,False
460,10,Nice Question,2013-10-09T16:59:12.763,3,False
461,85,Informed,2013-10-09T17:03:08.777,3,False
463,41,Critic,2013-10-09T17:09:12.817,3,False
464,138,Critic,2013-10-09T17:09:12.817,3,False
465,140,Teacher,2013-10-09T17:09:12.817,3,False
466,20,Custodian,2013-10-09T17:09:12.817,3,False
467,29,Nice Question,2013-10-09T17:14:20.233,3,False
468,20,Custodian,2013-10-09T17:14:20.233,3,False
469,114,Scholar,2013-10-09T17:29:18.247,3,False
470,135,Quorum,2013-10-09T17:37:59.183,3,False
471,143,Autobiographer,2013-10-09T17:44:24.403,3,False
472,143,Editor,2013-10-09T17:44:24.403,3,False
473,143,Supporter,2013-10-09T17:44:24.403,3,False
474,58,Custodian,2013-10-09T17:49:24.613,3,False
475,20,Custodian,2013-10-09T17:54:26.823,3,False
476,129,Commentator,2013-10-09T17:59:26.500,3,False
477,135,Student,2013-10-09T18:09:26.650,3,False
479,129,Suffrage,2013-10-09T18:09:26.650,3,False
480,126,Supporter,2013-10-09T18:09:26.650,3,False
481,3,Taxonomist,2013-10-09T18:14:46.943,2,False
482,129,Organizer,2013-10-09T18:19:46.907,3,False
483,129,Vox Populi,2013-10-09T18:19:46.907,3,False
484,144,Student,2013-10-09T18:24:47.073,3,False
485,123,Commentator,2013-10-09T18:29:46.983,3,False
486,32,Talkative,2013-10-09T18:37:59.290,3,False
487,77,Editor,2013-10-09T18:39:47.050,3,False
488,129,Editor,2013-10-09T18:39:47.050,3,False
489,123,Teacher,2013-10-09T18:39:47.050,3,False
490,145,Autobiographer,2013-10-09T18:49:52.217,3,False
491,88,Editor,2013-10-09T18:54:54.400,3,False
492,122,Supporter,2013-10-09T18:54:54.400,3,False
493,41,Commentator,2013-10-09T18:59:54.387,3,False
494,41,Scholar,2013-10-09T18:59:54.387,3,False
495,94,Student,2013-10-09T18:59:54.387,3,False
496,44,Critic,2013-10-09T19:15:08.043,3,False
497,123,Critic,2013-10-09T19:15:08.043,3,False
498,85,Citizen Patrol,2013-10-09T19:15:10.607,3,False
499,57,Tag Editor,2013-10-09T19:20:08.120,3,False
500,3,Commentator,2013-10-09T19:25:08.223,3,False
501,94,Scholar,2013-10-09T19:30:08.203,3,False
502,145,Precognitive,2013-10-09T19:37:59.270,3,False
503,133,Teacher,2013-10-09T19:45:16.103,3,False
506,25,Informed,2013-10-09T19:53:34.617,3,False
507,31,Suffrage,2013-10-09T19:55:14.973,3,False
508,122,Teacher,2013-10-09T19:55:14.973,3,False
509,110,Editor,2013-10-09T20:00:14.797,3,False
510,22,Mortarboard,2013-10-09T19:47:57.020,3,False
511,52,Mortarboard,2013-10-09T19:50:00.183,3,False
512,31,Vox Populi,2013-10-09T20:05:14.817,3,False
513,20,Commentator,2013-10-09T20:15:25.130,3,False
514,57,Nice Question,2013-10-09T20:20:22.703,3,False
516,91,Commentator,2013-10-09T20:20:22.703,3,False
517,22,Supporter,2013-10-09T20:20:22.703,3,False
518,22,Custodian,2013-10-09T20:20:22.703,3,False
519,110,Custodian,2013-10-09T20:20:22.703,3,False
520,31,Custodian,2013-10-09T20:35:22.890,3,False
521,129,Quorum,2013-10-09T20:37:59.200,3,False
522,115,Supporter,2013-10-09T20:40:22.853,3,False
523,146,Autobiographer,2013-10-09T20:55:26.657,3,False
525,58,Mortarboard,2013-10-09T21:24:35.137,3,False
526,13,Suffrage,2013-10-09T21:36:44.710,3,False
528,115,Quorum,2013-10-09T21:37:59.217,3,False
529,8,Supporter,2013-10-09T22:01:46.720,3,False
530,13,Vox Populi,2013-10-09T22:11:46.773,3,False
531,147,Autobiographer,2013-10-09T22:16:47.923,3,False
532,66,Mortarboard,2013-10-09T22:28:11.467,3,False
533,29,Commentator,2013-10-09T22:41:48.447,3,False
534,147,Student,2013-10-09T22:41:48.447,3,False
535,147,Supporter,2013-10-09T22:41:48.447,3,False
536,99,Supporter,2013-10-09T22:51:48.517,3,False
537,147,Teacher,2013-10-09T23:01:48.607,3,False
539,44,Commentator,2013-10-09T23:06:48.463,3,False
540,147,Editor,2013-10-09T23:21:49.663,3,False
541,48,Mortarboard,2013-10-09T23:42:53.527,3,False
542,99,Teacher,2013-10-09T23:46:49.770,3,False
543,113,Supporter,2013-10-09T23:51:49.807,3,False
