Id,PostId,Score,CreationDate,UserId,ContentLicense
117,58,3,2013-10-09T08:49:11.163,47,CC BY-SA 3.0
120,8,3,2013-10-09T09:46:03.007,47,CC BY-SA 3.0
121,163,2,2013-10-09T09:57:14.660,91,CC BY-SA 3.0
124,169,0,2013-10-09T10:39:37.507,,CC BY-SA 3.0
127,179,0,2013-10-09T11:36:56.437,91,CC BY-SA 3.0
130,179,0,2013-10-09T11:40:00.633,41,CC BY-SA 3.0
132,158,0,2013-10-09T11:55:07.293,29,CC BY-SA 3.0
137,180,0,2013-10-09T11:59:34.247,93,CC BY-SA 3.0
138,126,0,2013-10-09T12:01:25.117,66,CC BY-SA 3.0
142,180,1,2013-10-09T12:11:35.227,58,CC BY-SA 3.0
149,201,3,2013-10-09T12:32:58.337,58,CC BY-SA 3.0
158,180,1,2013-10-09T13:02:58.980,93,CC BY-SA 3.0
159,208,1,2013-10-09T13:04:18.797,58,CC BY-SA 3.0
163,208,0,2013-10-09T13:08:54.587,112,CC BY-SA 3.0
164,216,0,2013-10-09T13:10:41.987,91,CC BY-SA 3.0
168,216,1,2013-10-09T13:15:01.463,58,CC BY-SA 3.0
169,216,1,2013-10-09T13:16:30.283,58,CC BY-SA 3.0
171,219,2,2013-10-09T13:34:24.277,85,CC BY-SA 3.0
172,191,2,2013-10-09T13:34:52.867,115,CC BY-SA 3.0
173,219,0,2013-10-09T13:34:54.387,91,CC BY-SA 3.0
175,221,0,2013-10-09T13:38:30.793,91,CC BY-SA 3.0
176,219,0,2013-10-09T13:41:34.853,111,CC BY-SA 3.0
177,228,0,2013-10-09T13:45:06.157,58,CC BY-SA 3.0
178,219,0,2013-10-09T13:48:05.923,85,CC BY-SA 3.0
179,219,0,2013-10-09T13:52:41.210,111,CC BY-SA 3.0
180,236,0,2013-10-09T13:52:45.240,57,CC BY-SA 3.0
181,239,10,2013-10-09T13:54:27.860,57,CC BY-SA 3.0
182,237,1,2013-10-09T13:56:19.353,57,CC BY-SA 3.0
183,239,5,2013-10-09T13:58:08.260,32,CC BY-SA 3.0
185,228,1,2013-10-09T13:59:50.363,93,CC BY-SA 3.0
187,236,0,2013-10-09T14:01:15.947,85,CC BY-SA 3.0
188,237,1,2013-10-09T14:01:51.677,10,CC BY-SA 3.0
190,244,0,2013-10-09T14:03:42.233,44,CC BY-SA 3.0
191,244,0,2013-10-09T14:05:44.797,32,CC BY-SA 3.0
196,219,2,2013-10-09T14:10:48.707,93,CC BY-SA 3.0
199,216,1,2013-10-09T14:34:48.137,,CC BY-SA 3.0
204,202,6,2013-10-09T14:40:23.130,123,CC BY-SA 3.0
207,248,0,2013-10-09T14:42:46.443,31,CC BY-SA 3.0
215,248,0,2013-10-09T14:46:58.383,57,CC BY-SA 3.0
218,202,0,2013-10-09T14:50:51.533,29,CC BY-SA 3.0
219,252,8,2013-10-09T14:52:37.547,32,CC BY-SA 3.0
220,252,1,2013-10-09T14:54:35.457,44,CC BY-SA 3.0
221,252,0,2013-10-09T14:55:22.110,32,CC BY-SA 3.0
227,256,6,2013-10-09T15:17:31.077,32,CC BY-SA 3.0
235,120,8,2013-10-09T15:27:38.580,133,CC BY-SA 3.0
244,257,0,2013-10-09T15:33:33.837,,CC BY-SA 3.0
245,239,1,2013-10-09T15:33:52.070,117,CC BY-SA 3.0
247,268,0,2013-10-09T15:34:32.400,22,CC BY-SA 3.0
249,268,0,2013-10-09T15:36:05.130,32,CC BY-SA 3.0
251,271,1,2013-10-09T15:40:29.340,93,CC BY-SA 3.0
252,271,0,2013-10-09T15:41:10.957,22,CC BY-SA 3.0
255,278,0,2013-10-09T15:45:55.823,22,CC BY-SA 3.0
257,280,0,2013-10-09T15:46:56.107,129,CC BY-SA 3.0
258,282,0,2013-10-09T15:47:07.927,22,CC BY-SA 3.0
259,278,0,2013-10-09T15:47:28.423,32,CC BY-SA 3.0
261,278,0,2013-10-09T15:48:40.997,22,CC BY-SA 3.0
262,280,1,2013-10-09T15:48:54.203,117,CC BY-SA 3.0
263,284,0,2013-10-09T15:48:59.827,22,CC BY-SA 3.0
266,280,0,2013-10-09T15:50:07.217,129,CC BY-SA 3.0
287,293,3,2013-10-09T16:10:39.320,20,CC BY-SA 3.0
288,1,11,2013-10-09T16:11:06.077,110,CC BY-SA 3.0
290,292,1,2013-10-09T16:12:57.317,32,CC BY-SA 3.0
292,293,1,2013-10-09T16:14:51.840,117,CC BY-SA 3.0
296,183,0,2013-10-09T16:22:15.690,41,CC BY-SA 3.0
298,264,1,2013-10-09T16:26:12.660,,CC BY-SA 3.0
308,301,1,2013-10-09T16:37:12.493,41,CC BY-SA 3.0
311,295,1,2013-10-09T16:40:30.120,20,CC BY-SA 3.0
312,299,1,2013-10-09T16:42:24.500,,CC BY-SA 3.0
315,290,2,2013-10-09T16:50:53.457,,CC BY-SA 3.0
318,301,1,2013-10-09T16:52:28.240,85,CC BY-SA 3.0
319,301,2,2013-10-09T16:53:47.690,41,CC BY-SA 3.0
324,299,0,2013-10-09T17:11:27.320,123,CC BY-SA 3.0
325,54,2,2013-10-09T17:15:00.590,129,CC BY-SA 3.0
328,244,0,2013-10-09T17:41:14.287,123,CC BY-SA 3.0
330,248,0,2013-10-09T17:42:58.417,123,CC BY-SA 3.0
335,113,1,2013-10-09T17:56:33.100,123,CC BY-SA 3.0
338,270,0,2013-10-09T18:03:31.487,31,CC BY-SA 3.0
339,312,0,2013-10-09T18:13:12.920,58,CC BY-SA 3.0
340,23,0,2013-10-09T18:15:06.457,123,CC BY-SA 3.0
341,100,7,2013-10-09T18:17:27.500,123,CC BY-SA 3.0
344,311,1,2013-10-09T18:23:18.020,123,CC BY-SA 3.0
345,311,0,2013-10-09T18:25:43.660,129,CC BY-SA 3.0
346,270,0,2013-10-09T18:29:28.793,123,CC BY-SA 3.0
351,208,0,2013-10-09T18:55:45.080,32,CC BY-SA 3.0
353,276,0,2013-10-09T18:56:52.467,94,CC BY-SA 3.0
360,312,0,2013-10-09T19:08:30.763,85,CC BY-SA 3.0
361,328,3,2013-10-09T19:08:49.623,58,CC BY-SA 3.0
363,312,1,2013-10-09T19:12:29.237,134,CC BY-SA 3.0
364,312,0,2013-10-09T19:12:30.387,13,CC BY-SA 3.0
366,329,2,2013-10-09T19:14:06.673,123,CC BY-SA 3.0
371,329,1,2013-10-09T19:21:04.180,94,CC BY-SA 3.0
373,202,1,2013-10-09T19:21:19.943,57,CC BY-SA 3.0
375,312,0,2013-10-09T19:24:05.883,3,CC BY-SA 3.0
376,329,0,2013-10-09T19:25:01.727,13,CC BY-SA 3.0
380,329,1,2013-10-09T19:39:31.533,31,CC BY-SA 3.0
381,329,0,2013-10-09T19:41:02.430,94,CC BY-SA 3.0
382,301,0,2013-10-09T19:54:59.593,31,CC BY-SA 3.0
390,301,0,2013-10-09T20:13:04.827,129,CC BY-SA 3.0
392,339,3,2013-10-09T20:14:54.093,20,CC BY-SA 3.0
393,292,3,2013-10-09T20:15:17.137,40,CC BY-SA 3.0
394,339,0,2013-10-09T20:16:22.030,91,CC BY-SA 3.0
396,339,0,2013-10-09T20:16:53.557,,CC BY-SA 3.0
400,314,0,2013-10-09T20:19:24.460,22,CC BY-SA 3.0
401,270,0,2013-10-09T20:20:25.527,22,CC BY-SA 3.0
402,317,0,2013-10-09T20:22:47.383,22,CC BY-SA 3.0
403,317,0,2013-10-09T20:25:19.157,31,CC BY-SA 3.0
404,317,0,2013-10-09T20:26:26.107,22,CC BY-SA 3.0
405,317,0,2013-10-09T20:28:21.813,31,CC BY-SA 3.0
406,273,0,2013-10-09T20:42:50.143,13,CC BY-SA 3.0
408,317,0,2013-10-09T21:01:27.667,13,CC BY-SA 3.0
409,100,1,2013-10-09T21:08:26.513,133,CC BY-SA 3.0
410,257,1,2013-10-09T21:11:24.390,,CC BY-SA 3.0
412,349,0,2013-10-09T22:02:00.643,123,CC BY-SA 3.0
417,349,0,2013-10-09T22:25:02.697,,CC BY-SA 3.0
429,356,0,2013-10-09T23:01:37.783,147,CC BY-SA 3.0
431,356,3,2013-10-09T23:04:56.553,32,CC BY-SA 3.0
435,342,3,2013-10-09T23:26:17.890,47,CC BY-SA 3.0
439,359,0,2013-10-09T23:41:39.510,13,CC BY-SA 3.0
440,359,0,2013-10-09T23:44:12.393,32,CC BY-SA 3.0
441,316,2,2013-10-09T23:44:57.100,47,CC BY-SA 3.0
446,353,3,2013-10-10T00:30:38.357,32,CC BY-SA 3.0
447,326,0,2013-10-10T00:57:46.840,29,CC BY-SA 3.0
451,301,0,2013-10-10T01:58:33.243,31,CC BY-SA 3.0
452,373,1,2013-10-10T02:07:03.137,32,CC BY-SA 3.0
455,342,2,2013-10-10T02:23:36.730,3,CC BY-SA 3.0
456,342,0,2013-10-10T02:25:01.990,123,CC BY-SA 3.0
457,373,0,2013-10-10T02:26:25.903,20,CC BY-SA 3.0
458,378,1,2013-10-10T02:39:27.630,32,CC BY-SA 3.0
459,378,2,2013-10-10T02:43:01.220,123,CC BY-SA 3.0
460,378,2,2013-10-10T02:45:06.097,32,CC BY-SA 3.0
461,373,2,2013-10-10T02:47:45.983,32,CC BY-SA 3.0
462,342,2,2013-10-10T02:58:31.727,32,CC BY-SA 3.0
464,351,5,2013-10-10T04:15:06.407,115,CC BY-SA 3.0
466,342,2,2013-10-10T05:26:46.567,3,CC BY-SA 3.0
486,328,1,2013-10-10T07:28:21.210,112,CC BY-SA 3.0
487,387,3,2013-10-10T07:28:51.307,47,CC BY-SA 3.0
488,399,3,2013-10-10T07:31:15.037,,CC BY-SA 3.0
501,387,0,2013-10-10T07:52:07.220,3,CC BY-SA 3.0
502,398,1,2013-10-10T07:58:21.487,3,CC BY-SA 3.0
503,402,1,2013-10-10T07:59:40.813,85,CC BY-SA 3.0
507,112,0,2013-10-10T08:29:02.027,74,CC BY-SA 3.0
509,342,1,2013-10-10T08:38:11.923,47,CC BY-SA 3.0
513,412,1,2013-10-10T10:01:35.840,,CC BY-SA 3.0
520,414,0,2013-10-10T10:16:13.933,,CC BY-SA 3.0
522,179,0,2013-10-10T10:20:02.247,47,CC BY-SA 3.0
523,414,1,2013-10-10T10:35:33.490,91,CC BY-SA 3.0
525,342,0,2013-10-10T10:39:04.760,32,CC BY-SA 3.0
528,179,0,2013-10-10T11:24:06.513,41,CC BY-SA 3.0
535,407,3,2013-10-10T12:00:08.420,75,CC BY-SA 3.0
536,273,0,2013-10-10T12:01:49.323,,CC BY-SA 3.0
540,414,3,2013-10-10T12:07:07.677,29,CC BY-SA 3.0
542,414,0,2013-10-10T12:08:50.690,,CC BY-SA 3.0
545,398,1,2013-10-10T12:47:24.277,66,CC BY-SA 3.0
547,179,0,2013-10-10T12:55:59.743,47,CC BY-SA 3.0
548,179,0,2013-10-10T12:56:57.013,41,CC BY-SA 3.0
549,179,0,2013-10-10T12:58:31.503,47,CC BY-SA 3.0
556,414,2,2013-10-10T13:11:46.183,47,CC BY-SA 3.0
557,427,1,2013-10-10T13:12:25.713,93,CC BY-SA 3.0
566,378,1,2013-10-10T13:28:17.070,47,CC BY-SA 3.0
570,264,0,2013-10-10T13:39:22.683,47,CC BY-SA 3.0
573,264,2,2013-10-10T13:43:14.073,47,CC BY-SA 3.0
574,401,1,2013-10-10T14:19:20.977,20,CC BY-SA 3.0
576,122,1,2013-10-10T14:24:10.627,,CC BY-SA 3.0
578,6,5,2013-10-10T14:29:22.123,,CC BY-SA 3.0
579,57,0,2013-10-10T14:33:38.553,,CC BY-SA 3.0
580,96,0,2013-10-10T14:38:13.127,,CC BY-SA 3.0
581,57,1,2013-10-10T14:40:06.490,32,CC BY-SA 3.0
582,387,0,2013-10-10T14:43:20.887,,CC BY-SA 3.0
583,57,0,2013-10-10T14:49:35.267,,CC BY-SA 3.0
584,432,1,2013-10-10T14:52:18.320,29,CC BY-SA 3.0
585,144,0,2013-10-10T14:58:25.853,16,CC BY-SA 3.0
586,407,2,2013-10-10T15:11:03.643,53,CC BY-SA 3.0
589,435,0,2013-10-10T15:58:52.333,140,CC BY-SA 3.0
590,435,0,2013-10-10T16:00:56.527,147,CC BY-SA 3.0
591,437,0,2013-10-10T16:04:29.953,58,CC BY-SA 3.0
592,439,0,2013-10-10T16:14:58.903,53,CC BY-SA 3.0
593,439,0,2013-10-10T16:16:10.030,20,CC BY-SA 3.0
596,432,0,2013-10-10T16:47:28.450,91,CC BY-SA 3.0
597,444,1,2013-10-10T16:53:42.757,20,CC BY-SA 3.0
598,444,0,2013-10-10T16:54:41.740,129,CC BY-SA 3.0
602,456,4,2013-10-10T17:16:36.210,20,CC BY-SA 3.0
604,438,0,2013-10-10T18:18:40.877,32,CC BY-SA 3.0
605,374,6,2013-10-10T18:27:45.563,47,CC BY-SA 3.0
608,159,3,2013-10-10T18:36:38.767,47,CC BY-SA 3.0
610,114,0,2013-10-10T18:38:38.667,47,CC BY-SA 3.0
611,412,1,2013-10-10T18:53:05.993,3,CC BY-SA 3.0
613,399,0,2013-10-10T19:02:21.730,66,CC BY-SA 3.0
614,381,1,2013-10-10T19:03:52.833,66,CC BY-SA 3.0
615,431,2,2013-10-10T19:06:47.130,153,CC BY-SA 3.0
616,21,9,2013-10-10T19:10:22.003,153,CC BY-SA 3.0
617,257,0,2013-10-10T19:13:14.420,153,CC BY-SA 3.0
618,159,0,2013-10-10T19:19:30.883,91,CC BY-SA 3.0
619,353,0,2013-10-10T19:22:32.093,134,CC BY-SA 3.0
621,466,1,2013-10-10T19:31:59.823,31,CC BY-SA 3.0
623,466,1,2013-10-10T19:33:22.647,153,CC BY-SA 3.0
624,466,1,2013-10-10T19:36:19.097,31,CC BY-SA 3.0
625,470,4,2013-10-10T19:54:09.627,3,CC BY-SA 3.0
626,427,0,2013-10-10T19:56:21.437,153,CC BY-SA 3.0
627,470,4,2013-10-10T19:58:07.860,129,CC BY-SA 3.0
635,477,7,2013-10-10T20:19:34.817,20,CC BY-SA 3.0
637,477,0,2013-10-10T20:21:22.533,91,CC BY-SA 3.0
639,473,0,2013-10-10T20:22:28.630,91,CC BY-SA 3.0
640,437,0,2013-10-10T20:22:52.030,147,CC BY-SA 3.0
643,480,1,2013-10-10T20:29:46.330,99,CC BY-SA 3.0
644,478,1,2013-10-10T20:30:10.677,31,CC BY-SA 3.0
645,257,0,2013-10-10T20:30:55.893,,CC BY-SA 3.0
646,478,1,2013-10-10T20:31:50.740,58,CC BY-SA 3.0
647,478,1,2013-10-10T20:37:15.453,58,CC BY-SA 3.0
648,481,0,2013-10-10T20:38:26.987,129,CC BY-SA 3.0
650,478,1,2013-10-10T20:41:43.973,129,CC BY-SA 3.0
653,482,1,2013-10-10T20:44:12.763,99,CC BY-SA 3.0
654,478,0,2013-10-10T20:56:45.540,58,CC BY-SA 3.0
657,490,22,2013-10-10T21:12:07.990,31,CC BY-SA 3.0
659,228,1,2013-10-10T21:21:05.893,47,CC BY-SA 3.0
662,412,1,2013-10-10T21:44:44.030,,CC BY-SA 3.0
669,473,2,2013-10-10T22:03:02.800,41,CC BY-SA 3.0
671,497,0,2013-10-10T22:17:15.310,129,CC BY-SA 3.0
674,475,1,2013-10-10T22:33:21.710,47,CC BY-SA 3.0
680,433,1,2013-10-10T23:28:26.007,25,CC BY-SA 3.0
681,429,1,2013-10-10T23:31:21.923,25,CC BY-SA 3.0
682,496,0,2013-10-11T00:06:19.103,,CC BY-SA 3.0
684,497,0,2013-10-11T01:13:54.883,20,CC BY-SA 3.0
700,483,0,2013-10-11T07:29:54.150,,CC BY-SA 3.0
703,480,0,2013-10-11T08:15:36.030,,CC BY-SA 3.0
704,495,0,2013-10-11T08:20:28.457,90,CC BY-SA 3.0
717,495,1,2013-10-11T09:33:22.013,47,CC BY-SA 3.0
728,512,1,2013-10-11T10:32:42.260,58,CC BY-SA 3.0
735,493,5,2013-10-11T11:08:59.553,58,CC BY-SA 3.0
737,496,6,2013-10-11T11:12:58.320,47,CC BY-SA 3.0
740,238,0,2013-10-11T11:15:08.127,47,CC BY-SA 3.0
749,387,2,2013-10-11T12:10:14.863,47,CC BY-SA 3.0
750,313,1,2013-10-11T12:17:14.550,117,CC BY-SA 3.0
753,313,0,2013-10-11T12:52:27.033,31,CC BY-SA 3.0
772,519,2,2013-10-11T14:28:43.413,99,CC BY-SA 3.0
792,516,0,2013-10-11T15:43:13.253,31,CC BY-SA 3.0
793,216,0,2013-10-11T15:50:21.850,31,CC BY-SA 3.0
794,516,0,2013-10-11T16:11:05.853,44,CC BY-SA 3.0
795,519,12,2013-10-11T16:36:12.547,20,CC BY-SA 3.0
796,528,1,2013-10-11T16:37:32.557,117,CC BY-SA 3.0
797,519,0,2013-10-11T16:38:42.363,99,CC BY-SA 3.0
824,317,0,2013-10-11T18:34:45.643,31,CC BY-SA 3.0
828,464,0,2013-10-11T19:01:19.657,15,CC BY-SA 3.0
832,533,0,2013-10-11T19:35:04.280,,CC BY-SA 3.0
833,533,0,2013-10-11T19:35:51.600,161,CC BY-SA 3.0
836,533,11,2013-10-11T19:56:50.530,99,CC BY-SA 3.0
837,464,2,2013-10-11T20:02:59.030,21,CC BY-SA 3.0
838,464,0,2013-10-11T20:04:32.843,15,CC BY-SA 3.0
840,372,0,2013-10-11T20:06:08.600,56,CC BY-SA 3.0
842,191,0,2013-10-11T20:17:06.730,56,CC BY-SA 3.0
844,540,0,2013-10-11T20:18:57.283,99,CC BY-SA 3.0
849,540,1,2013-10-11T20:34:19.663,129,CC BY-SA 3.0
854,191,0,2013-10-11T20:51:42.783,,CC BY-SA 3.0
856,191,0,2013-10-11T20:54:23.250,,CC BY-SA 3.0
858,117,0,2013-10-11T21:19:56.970,31,CC BY-SA 3.0
859,520,3,2013-10-11T21:31:27.563,3,CC BY-SA 3.0
862,546,0,2013-10-11T21:51:50.603,47,CC BY-SA 3.0
863,520,4,2013-10-11T22:04:58.543,47,CC BY-SA 3.0
875,540,0,2013-10-11T23:10:14.807,,CC BY-SA 3.0
878,533,1,2013-10-11T23:29:44.563,29,CC BY-SA 3.0
884,561,1,2013-10-12T01:26:01.717,129,CC BY-SA 3.0
889,564,1,2013-10-12T03:07:26.990,164,CC BY-SA 3.0
893,399,0,2013-10-12T04:21:52.530,95,CC BY-SA 3.0
897,7,4,2013-10-12T05:57:51.457,,CC BY-SA 3.0
901,533,1,2013-10-12T07:29:20.807,161,CC BY-SA 3.0
902,569,2,2013-10-12T07:29:30.340,99,CC BY-SA 3.0
905,578,2,2013-10-12T08:22:56.057,29,CC BY-SA 3.0
906,578,0,2013-10-12T08:23:23.447,99,CC BY-SA 3.0
907,578,0,2013-10-12T08:25:52.397,29,CC BY-SA 3.0
913,584,6,2013-10-12T09:15:23.317,15,CC BY-SA 3.0
915,584,0,2013-10-12T09:27:52.913,15,CC BY-SA 3.0
917,586,2,2013-10-12T09:50:30.117,99,CC BY-SA 3.0
919,586,3,2013-10-12T10:13:27.080,47,CC BY-SA 3.0
920,586,2,2013-10-12T10:17:17.293,29,CC BY-SA 3.0
925,191,0,2013-10-12T12:06:46.807,171,CC BY-SA 3.0
927,586,2,2013-10-12T12:36:21.597,170,CC BY-SA 3.0
928,584,0,2013-10-12T13:02:03.317,99,CC BY-SA 3.0
929,584,1,2013-10-12T13:13:22.947,15,CC BY-SA 3.0
930,584,1,2013-10-12T13:15:08.533,15,CC BY-SA 3.0
933,191,0,2013-10-12T14:00:37.133,,CC BY-SA 3.0
936,559,2,2013-10-12T14:08:52.143,41,CC BY-SA 3.0
938,559,0,2013-10-12T14:18:08.527,129,CC BY-SA 3.0
940,559,1,2013-10-12T14:37:34.350,41,CC BY-SA 3.0
941,559,4,2013-10-12T14:39:50.077,41,CC BY-SA 3.0
942,561,1,2013-10-12T14:42:00.007,41,CC BY-SA 3.0
950,158,3,2013-10-12T15:29:56.917,3,CC BY-SA 3.0
952,592,4,2013-10-12T15:31:37.607,170,CC BY-SA 3.0
957,481,3,2013-10-12T16:04:54.990,170,CC BY-SA 3.0
963,589,0,2013-10-12T17:24:51.990,29,CC BY-SA 3.0
966,586,0,2013-10-12T17:53:21.307,47,CC BY-SA 3.0
967,586,2,2013-10-12T18:02:50.287,170,CC BY-SA 3.0
968,586,2,2013-10-12T18:12:46.060,47,CC BY-SA 3.0
969,592,0,2013-10-12T18:14:54.663,47,CC BY-SA 3.0
970,412,7,2013-10-12T18:19:01.530,47,CC BY-SA 3.0
975,556,1,2013-10-12T19:09:05.250,175,CC BY-SA 3.0
976,557,2,2013-10-12T19:11:03.290,175,CC BY-SA 3.0
977,357,3,2013-10-12T19:12:41.513,175,CC BY-SA 3.0
980,158,0,2013-10-12T19:44:31.360,29,CC BY-SA 3.0
984,387,0,2013-10-12T20:03:16.910,47,CC BY-SA 3.0
987,597,0,2013-10-12T20:30:49.527,47,CC BY-SA 3.0
989,595,2,2013-10-12T20:47:16.310,47,CC BY-SA 3.0
990,595,1,2013-10-12T20:48:34.207,47,CC BY-SA 3.0
991,592,2,2013-10-12T20:56:59.477,47,CC BY-SA 3.0
992,320,4,2013-10-12T21:00:55.970,47,CC BY-SA 3.0
993,597,0,2013-10-12T22:05:32.870,3,CC BY-SA 3.0
994,158,0,2013-10-12T22:07:16.690,3,CC BY-SA 3.0
995,597,2,2013-10-12T22:56:19.350,47,CC BY-SA 3.0
996,397,1,2013-10-12T23:08:54.153,47,CC BY-SA 3.0
997,397,1,2013-10-12T23:10:00.813,47,CC BY-SA 3.0
998,151,2,2013-10-13T03:15:57.430,56,CC BY-SA 3.0
999,164,0,2013-10-13T03:22:13.763,56,CC BY-SA 3.0
1000,596,1,2013-10-13T03:26:10.623,56,CC BY-SA 3.0
1020,4,3,2013-10-13T08:04:37.177,,CC BY-SA 3.0
1022,57,0,2013-10-13T08:08:47.413,,CC BY-SA 3.0
1033,600,1,2013-10-13T09:20:57.340,173,CC BY-SA 3.0
1035,600,2,2013-10-13T09:26:27.703,112,CC BY-SA 3.0
1037,600,0,2013-10-13T09:35:42.280,173,CC BY-SA 3.0
1042,429,0,2013-10-13T10:18:33.637,,CC BY-SA 3.0
1046,316,0,2013-10-13T10:35:30.393,,CC BY-SA 3.0
1048,211,0,2013-10-13T11:00:48.990,,CC BY-SA 3.0
1051,604,0,2013-10-13T11:04:22.270,,CC BY-SA 3.0
1056,357,1,2013-10-13T11:40:14.763,22,CC BY-SA 3.0
1069,607,2,2013-10-13T12:44:14.693,,CC BY-SA 3.0
1070,607,0,2013-10-13T12:46:56.883,,CC BY-SA 3.0
1071,607,0,2013-10-13T12:52:30.043,,CC BY-SA 3.0
1073,607,0,2013-10-13T12:55:28.677,,CC BY-SA 3.0
1074,607,2,2013-10-13T12:58:19.807,,CC BY-SA 3.0
1080,429,1,2013-10-13T13:22:37.807,25,CC BY-SA 3.0
1081,318,0,2013-10-13T13:29:35.040,32,CC BY-SA 3.0
1082,299,0,2013-10-13T13:49:42.653,47,CC BY-SA 3.0
1106,528,0,2013-10-13T17:18:11.600,31,CC BY-SA 3.0
1107,605,0,2013-10-13T17:24:09.410,129,CC BY-SA 3.0
1108,528,0,2013-10-13T17:34:18.030,20,CC BY-SA 3.0
1114,610,0,2013-10-13T19:06:41.843,,CC BY-SA 3.0
1115,623,1,2013-10-13T19:18:08.487,99,CC BY-SA 3.0
1116,610,0,2013-10-13T19:38:31.477,129,CC BY-SA 3.0
1117,612,0,2013-10-13T23:56:25.243,56,CC BY-SA 3.0
1118,562,0,2013-10-13T23:59:53.353,56,CC BY-SA 3.0
1152,614,0,2013-10-14T04:22:52.637,,CC BY-SA 3.0
1154,631,1,2013-10-14T04:43:16.397,32,CC BY-SA 3.0
1160,614,0,2013-10-14T05:29:23.647,,CC BY-SA 3.0
1161,610,0,2013-10-14T06:00:47.707,90,CC BY-SA 3.0
1162,610,1,2013-10-14T06:02:43.880,129,CC BY-SA 3.0
